"id","rank","name","author","uses_atlas_codes","translations","stages","groups","synonyms"
"388","species","Boloria titania","(Esper, 1793)","","Titania's fritillary;риђа болорија;riđa bolorija;planinska riđa;;","1;2;3;5","9",""
"387","species","Boloria selene","([Denis & Schiffermüller], 1775)","","small pearl-bordered fritillary;бисерна болорија;biserna bolorija;bisernica;;","1;2;3;5","9",""
"386","species","Boloria euphrosyne","(Linnaeus, 1758)","","pearl-bordered fritillary;пролећна болорија;prolećna bolorija;proljetni šarenac;;","1;2;3;5","9",""
"385","species","Boloria eunomia","(Esper, 1800)","","bog fritillary;старопланинска болорија;staroplaninska bolorija;;;","1;2;3;5","9",""
"384","genus","Boloria","","","","1;2;3;5","9",""
"383","species","Issoria lathonia","(Linnaeus, 1758)","","queen of Spain fritillary;сребрна седефица;srebrna sedefica;obična sedefica;;","1;2;3;5","9",""
"382","genus","Issoria","","","","1;2;3;5","9",""
"381","species","Brenthis daphne","([Denis & Schiffermüller], 1775)","","marbled fritillary;карирана седефица;karirana sedefica;kupinin šarenac;;","1;2;3;5","9",""
"380","species","Brenthis hecate","([Denis & Schiffermüller], 1775)","","twin-spot fritillary;дворедна седефица;dvoredna sedefica;dvotočkasti šarenac;;","1;2;3;5","9",""
"379","species","Brenthis ino","(Rottemburg, 1775)","","lesser marbled fritillary;Инова седефица;Inova sedefica;končarin šarenac;;","1;2;3;5","9",""
"378","genus","Brenthis","","","","1;2;3;5","9",""
"377","species","Speyeria aglaja","(Linnaeus, 1758)","","dark green fritillary;зелена седефица;zelena sedefica;velika sedefica;;","1;2;3;5","9",""
"376","species","Argynnis pandora","([Denis & Schiffermüller], 1775)","","cardinal;Пандорина седефица;Pandorina sedefica;pandorin šarenac;;","1;2;3;5","9",""
"375","species","Argynnis paphia","(Linnaeus, 1758)","","silver-washed fritillary;обична седефица;obična sedefica;zelena sedefica;;","1;2;3;5","9",""
"374","species","Fabriciana adippe","([Denis & Schiffermüller], 1775)","","high brown fritillary;црвеноока седефица;crvenooka sedefica;adipina sedefica;;","1;2;3;5","9",""
"373","species","Fabriciana niobe","(Linnaeus, 1758)","","niobe fritillary;тачкаста седефица;tačkasta sedefica;niobina sedefica;;","1;2;3;5","9",""
"372","genus","Argynnis","","","","1;2;3;5","9",""
"371","species","Nymphalis antiopa","(Linnaeus, 1758)","","camberwell beauty;краљев плашт;kraljev plašt;mrtvački plašt;;","1;2;3;5","9",""
"370","species","Nymphalis polychloros","(Linnaeus, 1758)","","large tortoiseshell;многобојац;mnogobojac;smeđonoga riđa;;","1;2;3;5","9",""
"369","species","Nymphalis xanthomelas","([Denis & Schiffermüller], 1775)","","yellow-legged tortoiseshell;жутоноги многобојац;žutonogi mnogobojac;žutonoga riđa;;","1;2;3;5","9",""
"368","species","Nymphalis vaualbum","([Denis & Schiffermüller], 1775)","","false comma;мрки многобојац;mrki mnogobojac;bijela riđa;;","1;2;3;5","9",""
"367","genus","Nymphalis","","","","1;2;3;5","9",""
"366","species","Aglais urticae","(Linnaeus, 1758)","","small tortoiseshell;копривар;koprivar;koprivina mala riđa;;","1;2;3;5","9",""
"365","species","Aglais io","(Linnaeus, 1758)","","peacock butterfly;дневни пауновац;dnevni paunovac;danje paunče;;","1;2;3;5","9",""
"364","genus","Aglais","","","","1;2;3;5","9",""
"363","species","Polygonia egea","(Cramer, 1775)","","southern comma;егејац;egejac;mediteranska riđa;;","1;2;3;5","9",""
"362","species","Polygonia c-album","(Linnaeus, 1758)","","comma;бело оцило;belo ocilo;kontinentalna riđa;;","1;2;3;5","9",""
"361","genus","Polygonia","","","","1;2;3;5","9",""
"360","species","Vanessa cardui","(Linnaeus, 1758)","","painted lady;чкаљевац;čkaljevac;stričkovac;;","1;2;3;5","9",""
"359","species","Vanessa atalanta","(Linnaeus, 1758)","","red admiral;адмирал;admiral;ljepokrili admiral;;","1;2;3;5","9",""
"358","genus","Vanessa","","","","1;2;3;5","9",""
"357","species","Araschnia levana","(Linnaeus, 1758)","","map butterfly;шумска риђа;šumska riđa;šumska riđa;;","1;2;3;5","9",""
"356","genus","Araschnia","","","","1;2;3;5","9",""
"355","species","Neptis sappho","(Pallas, 1771)","","common glider;обични једрењак;obični jedrenjak;mala zebra;;","1;2;3;5","9",""
"354","species","Neptis rivularis","(Scopoli, 1763)","","Hungarian glider;планински једрењак;planinski jedrenjak;velika zebra;;","1;2;3;5","9",""
"353","genus","Neptis","","","","1;2;3;5","9",""
"352","species","Limenitis reducta","Staudinger, 1901","","southern white admiral;плави честарац;plavi čestarac;plavi admiral;;","1;2;3;5","9",""
"351","species","Limenitis camilla","(Linnaeus, 1764)","","white admiral;смеђи честарац;smeđi čestarac;smeđi admiral;;","1;2;3;5","9",""
"350","species","Limenitis populi","(Linnaeus, 1758)","","poplar admiral;јасичар;jasičar;topolnjak;;","1;2;3;5","9",""
"349","genus","Limenitis","","","","1;2;3;5","9",""
"348","species","Apatura metis","Freyer, 1829","","Freyer's purple emperor;панонски преливац;panonski prelivac;panonska preljevalica;;","1;2;3;5","9",""
"347","species","Apatura ilia","([Denis & Schiffermüller], 1775)","","lesser purple emperor;мали преливац;mali prelivac;mala preljevalica;;","1;2;3;5","9",""
